Family,Instance,Alg-1,Duration-1,Alg-2,Duration-2,Alg-3,Duration-3,Alg-4,Duration-4
close_solutions,teams24_l5a.cnf.wcnf,3841,0,7270,153.453,7973,7.013,7973,162.031
atcoss,atcoss_mesat_01.wcnf,158,0.028,0,1800.57,301,175.935,1,1800.57
atcoss,atcoss_mesat_03.wcnf,168,0.031,0,1800.44,301,168.633,1,1800.63
atcoss,atcoss_mesat_04.wcnf,152,0.057,0,1800.53,301,534.489,18,1800.83
atcoss,atcoss_mesat_05.wcnf,152,0.053,0,1800.47,301,477.515,19,1800.61
atcoss,atcoss_mesat_06.wcnf,146,0.043,0,1800.84,301,604.935,19,1800.84
atcoss,atcoss_mesat_10.wcnf,159,0.023,0,1800.69,301,218.5,1,1800.43
atcoss,atcoss_mesat_12.wcnf,145,0.024,0,1800.38,301,228.506,1,1800.46
atcoss,atcoss_mesat_18.wcnf,149,0.043,0,1800.93,301,1548.74,1,1800.65
atcoss,atcoss_sugar_01.wcnf,167,0.004,51,1370.54,300,131.151,300,1465.04
atcoss,atcoss_sugar_02.wcnf,151,0.003,237,1124.57,300,113.81,300,1423.69
atcoss,atcoss_sugar_04.wcnf,140,0.002,77,1800.32,300,327.277,300,1800.4
atcoss,atcoss_sugar_05.wcnf,142,0.003,51,1800.28,300,451.85,300,1800.22
atcoss,atcoss_sugar_12.wcnf,132,0.005,237,1541.29,300,269.128,300,1240.28
atcoss,atcoss_sugar_15.wcnf,147,0.004,53,1800.38,300,310.464,300,1800.38
atcoss,atcoss_sugar_18.wcnf,151,0.002,48,1800.36,300,654.809,300,1800.25
atcoss,atcoss_sugar_19.wcnf,150,0.023,53,1801.24,155,1804.64,53,1801.74
CircuitTraceCompaction,ctrl.wcnf,8,0.001,16,97.25,19,1.473,19,99.802
CircuitTraceCompaction,mrisc_mem2wire.wcnf,11,0.035,1,1800.44,18,78.93,0,1800.43
CircuitTraceCompaction,spi.wcnf,26,0.013,13,1800.13,49,52.444,19,1800.14
CircuitTraceCompaction,sudoku.wcnf,10,0.092,0,1801.14,12,1804.1,0,1801.13
mqc,10tree1020p.wcnf,97,0.001,177,35.88,210,8.345,210,39.658
mqc,10tree115p.wcnf,94,0,180,38.913,210,9.536,210,36.195
mqc,10tree125p.wcnf,108,0,177,37.23,210,11.177,210,37.631
mqc,10tree315p.wcnf,102,0.001,191,37.747,210,12.373,210,36.264
mqc,10tree320p.wcnf,97,0.001,183,25.026,210,4.517,210,24.706
mqc,10tree425p.wcnf,114,0.001,176,39.169,210,10.205,210,38.445
mqc,10tree430p.wcnf,106,0,187,25.522,210,4.271,210,25.618
mqc,10tree730p.wcnf,97,0.001,183,39.381,210,9.253,210,37.954
mqc,10tree825p.wcnf,89,0,183,25.523,210,3.513,210,24.181
mqc,15tree101p.wcnf,685,0.003,1268,207.333,1365,441.973,1365,207.085
mqc,15tree201p.wcnf,708,0.002,1264,217.796,1365,410.317,1365,204.185
mqc,15tree301posib.wcnf,704,0.005,1289,495.083,1365,806.067,1365,430.007
mqc,15tree401posib.wcnf,688,0.004,1296,393.677,1365,606.026,1365,405.085
mqc,15tree501p.wcnf,681,0.002,1296,418.031,1365,551.403,1365,409.139
mqc,15tree701p.wcnf,670,0.002,1292,424.804,1365,591.508,1365,418.502
drmx-atmostk,drmx-am12-outof-40-etot.wcnf,20,0,0,0.981,34,0.046,40,0.977
drmx-atmostk,drmx-am16-outof-45-ekmtot.wcnf,26,0,0,0.69,43,0.025,45,0.692
drmx-atmostk,drmx-am16-outof-45-eseqc.wcnf,27,0,0,2.648,41,0.056,45,2.73
drmx-atmostk,drmx-am16-outof-45-esortn.wcnf,24,0,0,4.384,45,0.07,45,3.972
drmx-atmostk,drmx-am20-outof-50-emtot.wcnf,17,0,0,0.846,48,0.03,50,0.94
drmx-atmostk,drmx-am20-outof-50-esortn.wcnf,22,0,1,4.87,50,0.069,50,4.079
drmx-atmostk,drmx-am24-outof-55-ecardn.wcnf,32,0,0,4.883,55,0.098,55,3.813
drmx-atmostk,drmx-am24-outof-55-ekmtot.wcnf,25,0,0,0.866,55,0.028,55,0.841
drmx-atmostk,drmx-am24-outof-55-emtot.wcnf,27,0,0,1.013,53,0.033,55,1.055
drmx-atmostk,drmx-am24-outof-55-eseqc.wcnf,22,0,0,4.573,52,0.167,55,6.398
drmx-atmostk,drmx-am24-outof-55-esortn.wcnf,31,0,0,4.486,55,0.103,55,4.592
drmx-atmostk,drmx-am24-outof-55-etot.wcnf,21,0,0,1.24,52,0.057,55,1.354
drmx-atmostk,drmx-am28-outof-60-ecardn.wcnf,27,0,1,3.705,60,0.075,60,4.734
drmx-atmostk,drmx-am28-outof-60-eseqc.wcnf,30,0,0,7.03,59,0.206,60,6.046
drmx-atmostk,drmx-am28-outof-60-esortn.wcnf,31,0,1,4.077,60,0.074,60,3.957
drmx-atmostk,drmx-am32-outof-70-ekmtot.wcnf,35,0,0,1.167,68,0.036,70,1.329
drmx-atmostk,drmx-am32-outof-70-eseqc.wcnf,30,0,0,9.028,68,0.26,70,8.165
biorepair,heatShock_WT_121_12.lp.sm-extracted.wcnf,3290,0.022,6728,1800.26,6747,35.521,6747,1800.28
biorepair,heatShock_WT_148_12.lp.sm-extracted.wcnf,3382,0.038,6723,1800.29,6742,42.794,6742,1800.38
biorepair,heatShock_WT_161_12.lp.sm-extracted.wcnf,3365,0.038,6730,1800.29,6740,45.14,6740,1800.22
biorepair,heatShock_WT_192_12.lp.sm-extracted.wcnf,3422,0.018,6725,1800.26,6742,54.454,6742,1800.22
biorepair,heatShock_WT_196_12.lp.sm-extracted.wcnf,3412,0.022,6734,1800.33,6746,43.182,6748,1800.29
biorepair,heatShock_WT_28_12.lp.sm-extracted.wcnf,3419,0.031,6729,1800.24,6742,46.064,6746,1800.33
biorepair,heatShock_WT_30_12.lp.sm-extracted.wcnf,3379,0.038,6726,1800.23,6741,37.776,6742,1800.2
biorepair,heatShock_WT_36_12.lp.sm-extracted.wcnf,3338,0.03,6724,1800.25,6740,46.566,6742,1800.32
biorepair,heatShock_WT_42_12.lp.sm-extracted.wcnf,3344,0.038,6732,1800.32,6744,50.91,6745,1800.29
biorepair,heatShock_WT_43_12.lp.sm-extracted.wcnf,3328,0.037,6721,1800.38,6738,47.129,6738,1800.27
biorepair,Stat_vs_Exp_151_12.lp.sm-extracted.wcnf,3340,0.022,6734,1800.28,6742,42.628,6745,1800.23
biorepair,Stat_vs_Exp_58_12.lp.sm-extracted.wcnf,3356,0.022,6718,1800.34,6736,48.691,6738,1800.2
biorepair,Stat_vs_Exp_72_12.lp.sm-extracted.wcnf,3378,0.022,6720,1800.25,6734,47.299,6736,1800.23
CircuitDebuggingProblems,ac97_ctrl-debug.dimacs.cnf,133641,0.096,144096,1800.08,166429,21.717,145218,1800.06
CircuitDebuggingProblems,divider-debug.dimacs.cnf,497257,0.031,558980,1800.27,498160,1801.06,559006,1800.15
CircuitDebuggingProblems,mem_ctrl-debug.dimacs.cnf,408054,0.041,473196,1800.26,504552,205.872,480584,1800.18
CircuitDebuggingProblems,mrisc-debug.dimacs.cnf,1323912,0.056,1402712,1800.95,1620451,129.411,1404660,1800.57
CircuitDebuggingProblems,rsdecoder-debug.dimacs.cnf,1822790,0.056,2023029,1800.92,2214568,243.692,2024508,1800.95
CircuitDebuggingProblems,spi-debug.dimacs.cnf,1555968,0.08,1832784,1801.2,1555696,1803.77,1832951,1801.1
CircuitDebuggingProblems,sudoku-debug.dimacs.cnf,1252484,0.151,1438344,1800.75,1549782,301.6,1438121,1800.61
CircuitDebuggingProblems,vga-debug.dimacs.cnf,580533,0.065,617063,1800.41,696603,47.168,620244,1800.37
CircuitDebuggingProblems,wb-debug.dimacs.cnf,492027,0.047,566851,1800.42,614655,37.755,570942,1800.34
aes,mul_8_11.wcnf,7438,0.002,14555,466.12,14964,55.12,15000,564.97
aes,mul_8_13.wcnf,7714,0.002,14917,503.856,15266,39.952,15298,589.492
aes,mul_8_14.wcnf,7108,0.001,13953,412.736,14263,24.301,14293,496.14
aes,mul_8_3.wcnf,2474,0,4859,32.768,5016,10.572,5009,34.883
aes,mul_8_9.wcnf,3897,0,7574,129.027,7812,14.928,7811,168.476
aes,sbox_4.wcnf,73,0,112,0.692,125,0.041,135,0.687
aes,sbox_8.wcnf,68030,0.008,136253,1801.54,68040,1807.54,136253,1801.58
MaximumCommonSub-GraphExtraction,g2_n26e25_n48e52.wcnf,9,0,23,2.944,25,0.984,25,2.934
MaximumCommonSub-GraphExtraction,g2_n37e45_n71e77.wcnf,22,0,33,10.455,45,2.185,45,10.913
MaximumCommonSub-GraphExtraction,g2_n38e39_n146e164.wcnf,20,0,27,9.874,39,2.171,39,10.165
MaximumCommonSub-GraphExtraction,g2_n38e52_n53e67.wcnf,22,0,44,4.001,50,0.832,50,4.006
MaximumCommonSub-GraphExtraction,g2_n42e55_n44e53.wcnf,28,0,39,2.722,55,0.395,55,2.734
MaximumCommonSub-GraphExtraction,g2_n44e59_n69e83.wcnf,25,0,44,5.755,52,1.4,52,5.801
MaximumCommonSub-GraphExtraction,g2_n45e48_n47e54.wcnf,21,0,42,3.916,48,0.693,48,3.912
MaximumCommonSub-GraphExtraction,g2_n50e50_n58e61.wcnf,25,0,38,20.148,45,3.761,45,20.249
MaximumCommonSub-GraphExtraction,g2_n61e85_n120e154.wcnf,46,0,56,20.483,85,3.598,85,21.007
MaximumCommonSub-GraphExtraction,g2_n67e83_n68e73.wcnf,38,0,59,8.643,77,2.04,77,8.801
MaximumCommonSub-GraphExtraction,g2_n92e110_n96e105.wcnf,56,0,79,18.489,83,2.675,83,18.942
MaximumCommonSub-GraphExtraction,g3_n26e25_n27e26_n42e48.wcnf,11,0,21,4.483,25,1.053,25,4.511
MaximumCommonSub-GraphExtraction,g3_n30e43_n32e44_n40e53.wcnf,22,0,36,4.947,43,1.42,43,4.965
MaximumCommonSub-GraphExtraction,g3_n30e43_n40e53_n44e48.wcnf,20,0,38,4.528,43,0.908,43,4.553
MaximumCommonSub-GraphExtraction,g3_n34e43_n59e60_n71e84.wcnf,18,0,29,7.21,30,1.566,30,7.257
MaximumCommonSub-GraphExtraction,g3_n35e48_n41e57_n56e65.wcnf,24,0,32,7.857,48,1.825,48,8.187
MaximumCommonSub-GraphExtraction,g3_n37e36_n37e35_n39e39.wcnf,18,0,27,14.933,33,2.687,33,15.11
MaximumCommonSub-GraphExtraction,g3_n39e39_n81e90_n91e99.wcnf,22,0,26,18.727,35,3.127,35,19.082
MaximumCommonSub-GraphExtraction,g3_n39e42_n61e85_n72e77.wcnf,18,0,33,15.148,41,2.505,41,15.312
MaximumCommonSub-GraphExtraction,g3_n52e77_n57e74_n58e75.wcnf,36,0,48,10.7,77,2.469,77,11.112
MaximumCommonSub-GraphExtraction,g3_n66e77_n66e72_n94e112.wcnf,34,0.001,67,40.079,72,2.856,72,40.738
MaximumCommonSub-GraphExtraction,g3_n66e77_n74e84_n94e112.wcnf,40,0,65,35.563,77,4.378,77,37.067
MaximumCommonSub-GraphExtraction,g3_n67e86_n89e98_n130e150.wcnf,37,0.001,69,46.391,80,4.565,80,46.54
MaximumCommonSub-GraphExtraction,g4_n47e57_n58e61_n133e169_n141e184.wcnf,31,0.001,56,111.714,52,8.844,52,110.586
MaximumCommonSub-GraphExtraction,g4_n58e71_n61e85_n100e127_n104e131.wcnf,35,0,68,82.226,62,7.02,62,82.697
MaximumCommonSub-GraphExtraction,g4_n69e80_n69e80_n69e80_n79e87.wcnf,41,0.001,76,77.874,57,4.311,57,77.904
MaximumCommonSub-GraphExtraction,g5_n39e38_n43e43_n61e61_n67e68_n82e119.wcnf,20,0,38,74.754,36,7.071,36,75.362
MaximumCommonSub-GraphExtraction,g6_n25e24_n28e29_n32e33_n37e37_n38e39_n40e39.wcnf,8,0,17,44.643,22,5.173,22,44.858
MaximumCommonSub-GraphExtraction,g7_n13e12_n13e12_n13e12_n13e12_n14e13_n15e14_n24e31.wcnf,7,0,10,5.696,11,0.451,12,5.693
MaximumCommonSub-GraphExtraction,g8_n44e59_n44e58_n47e63_n58e76_n67e94_n75e107_n123e161_n133e175.wcnf,31,0.001,59,544.441,59,27.809,59,536.031
maxclique,brock200_2.clq.wcnf,94,0,1,1.008,93,0.298,1,1.022
maxclique,brock400_4.clq.wcnf,188,0,6,2.257,196,0.611,6,2.245
maxclique,c-fat500-2.clq.wcnf,249,0,1,5.702,260,2.427,1,4.539
maxclique,keller4.clq.wcnf,91,0,1,0.824,88,0.221,1,0.836
maxclique,keller5.clq.wcnf,394,0.001,1,7.049,387,6.437,1,7.008
maxclique,p_hat300-1.clq.wcnf,147,0,2,1.909,144,0.997,2,1.922
maxclique,p_hat300-2.clq.wcnf,167,0,2,1.733,156,0.648,2,1.719
maxclique,p_hat700-3.clq.wcnf,358,0,6,5.655,346,1.951,6,5.624
maxclique,san1000.clq.wcnf,500,0,1,18.127,503,7.507,1,16.951
maxclique,san200_0.9_3.clq.wcnf,114,0,9,0.922,97,0.065,9,0.926
aes-key-recovery,AES1-30-5.wcnf,229,0.001,430,621.817,493,81.533,493,625.08
aes-key-recovery,AES1-40-6.wcnf,191,0.001,354,620.347,416,965.758,416,615.37
aes-key-recovery,AES1-40-7.wcnf,198,0.001,367,609.719,419,129.028,419,614
aes-key-recovery,AES1-60-17.wcnf,137,0.002,245,616.129,291,266.642,291,619.778
aes-key-recovery,AES1-70-24.wcnf,87,0.003,176,620.36,218,249.332,218,618.926
aes-key-recovery,AES1-76-37.wcnf,89,0.001,141,610.057,178,264.942,178,617.82
aes-key-recovery,AES2-50-52.wcnf,173,0.002,274,605.659,342,383.93,342,629.319
aes-key-recovery,AES2-70-61.wcnf,120,0.002,176,625.375,221,318.393,221,613.196
aes-key-recovery,AES2-72-67.wcnf,91,0.001,142,623.205,181,248.7,181,628.404
aes-key-recovery,AES2-74-11.wcnf,100,0.002,130,618.155,189,229.203,189,612.318
aes-key-recovery,AES2-74-73.wcnf,101,0.001,133,618.022,193,248.397,193,619.695
bcp,c5315_F1@0.wcnf,171,0.001,354,2.549,355,0.039,355,2.601
bcp,normalized-f2000.wcnf,1986,0,1889,21.61,2709,110.066,3978,21.531
bcp,normalized-f20c10b_005_area_delay.wcnf,4227,0.002,8097,189.189,8382,18.182,8401,188.079
bcp,normalized-f20c10b_024_area_delay.wcnf,801,0.001,1477,17.466,1623,0.872,1640,17.27
bcp,normalized-fir06_area_opers.wcnf,2745,0.001,5061,61.175,5511,1.572,5513,62.475
bcp,normalized-fir09_area_opers.wcnf,6047,0.001,11526,187.185,12296,20.907,12306,179.658
bcp,normalized-ii8a3.wcnf,272,0,350,2.476,386,0.127,404,2.476
bcp,normalized-m100_300_10_15.r.wcnf,138,0,223,1.365,243,0.043,258,1.355
bcp,normalized-par32-4.wcnf,3158,0,2905,37.151,3634,2.954,3413,37.53
bcp,normalized-saucier.r.wcnf,3099,0.001,6197,32.826,6203,0.869,6203,34.103
bcp,simp-ibd_50.04.wcnf,50,0,38,24.489,55,36.549,55,24.378
set-covering,scpclr10_maxsat.cnf,608,0,686,1.003,621,0.186,210,1.019
set-covering,scpclr11_maxsat.cnf,1200,0,1315,1.636,1156,0.421,330,1.619
set-covering,scpclr12_maxsat.cnf,2283,0,2497,2.656,1992,1.667,495,1.883
set-covering,scpclr13_maxsat.cnf,4443,0,4768,4.202,4140,5.706,715,4.167
set-covering,scpcyc06_maxsat.cnf,330,0,366,0.888,321,0.049,354,0.882
set-covering,scpcyc07_maxsat.cnf,858,0,947,2.095,831,0.147,944,1.974
set-covering,scpcyc08_maxsat.cnf,2192,0.001,2397,4.884,2127,0.773,2383,4.872
set-covering,scpcyc09_maxsat.cnf,5449,0,5904,11.624,5135,4.32,5930,10.793
set-covering,scpcyc10_maxsat.cnf,13333,0,14364,28.693,12469,20.223,14434,28.977
set-covering,scpcyc11_maxsat.cnf,32072,0.001,34254,79.199,29218,188.434,34502,82.022
causal-discovery,causal_n5_i7_N1000_uai13_harddeps_int.wcnf,12,0.007,0,1316.1,30,155.679,30,1327.68
causal-discovery,causal_n5_i8_N10000_uai13_harddeps_int.wcnf,15,0.004,0,1403.47,35,198.746,35,1360.9
